"Generation","NFE","BestFitness","MeanFitness","MeanViolation","Diversity","MutationRate"
0,100,13640.2397340269,1658045305.72358,1620847.74047092,1229.45881315217,0.005
1,200,8645.86487610374,321677900.079638,300780.112547662,799.813120999173,0.005
2,300,6681.39297282468,333971098.6533,297010.14672375,674.487086853254,0.005
3,400,5582.23416626683,149947346.937188,127714.057343294,553.0739161115,0.005
4,500,4740.85698370136,165719710.916793,135748.420778885,600.401942036795,0.005
5,600,4579.99904424009,153049840.751254,120692.823902852,610.118176752253,0.005
6,700,5196.85226052194,185225129.478429,140120.936697762,509.209413370754,0.005
7,800,4599.86490870751,179351573.264562,131122.175862296,475.256222540616,0.005
8,900,4825.89632766857,113002346.58036,79796.6447425553,526.663842083485,0.005
9,1000,4518.71790554109,125781810.550688,85552.8298031944,419.465746075748,0.005
10,1100,4910.86273146893,210462514.817578,138689.828281505,352.093117139616,0.005
11,1200,4724.1194707943,251820379.456881,160664.478987554,395.527376778852,0.005
12,1300,4778.16810747553,148815894.547736,92351.5249559939,324.058042585861,0.005
13,1400,4912.22744026631,117986181.645775,71001.7586049099,294.672209146039,0.005
14,1500,4874.5631102721,149820200.789479,87507.0205326988,346.156417781356,0.005
15,1600,5053.44067768749,223083526.596595,126614.824918013,311.053763361829,0.005
16,1700,5079.92557878353,156170469.51054,86427.8240354724,239.499295274533,0.005
17,1800,5210.91039516152,132613773.845392,71456.1805323204,240.097658521641,0.005
18,1900,5238.17209407497,124177663.471455,64996.7507332461,248.735990147931,0.005
19,2000,5366.7650952623,156301291.438501,79744.6349455299,250.883317402044,0.005
20,2100,5449.24945894467,200254850.53504,99760.7255956838,213.655119251934,0.005
21,2200,5431.10832472585,134582572.56821,65530.6091363022,168.527722118239,0.005
22,2300,5507.61866177502,147869833.443464,70162.7439342781,144.79698062264,0.005
23,2400,5505.93872893134,138842809.85797,64409.455349353,145.36649456572,0.005
24,2500,5421.71721523179,159318910.065393,72285.7365005375,153.337505837287,0.005
25,2600,5728.51241213588,129853819.720475,57722.3777238537,189.416035031888,0.005
26,2700,5677.99622567968,93983856.5026336,40896.5824470584,152.341075536667,0.005
27,2800,5852.3387059648,126055724.739944,53677.4693674169,126.256462041761,0.005
28,2900,5636.35438834525,166367594.138562,69339.5290693386,134.641786244085,0.005
29,3000,6080.38215401628,165282698.499877,67470.7908299189,141.157926209931,0.005
30,3100,6209.34434980813,128681574.117386,51565.6965481055,131.66769989759,0.005
31,3200,6029.14544868505,120341416.465803,47304.9504578148,119.868622028343,0.005
32,3300,6156.61800325559,113617320.130834,43805.881645202,126.081275521864,0.005
33,3400,5820.96165360687,123856247.613558,46778.3619946826,121.047266425511,0.005
34,3500,6339.3272710772,102194741.937982,37899.623711122,122.522855894305,0.005
35,3600,6054.80650482371,130598364.841004,47670.9558180711,101.380170654021,0.005
36,3700,6489.96757009815,119259448.218157,42805.4634983824,108.23449898918,0.005
37,3800,6082.0857558474,118330791.364359,41688.0117641467,96.7735572880406,0.005
38,3900,6403.08923296024,109144839.324659,37791.3968841516,86.6502702889527,0.005
39,4000,6394.44040550349,109550615.338738,37227.7639609026,93.3550338246472,0.005
40,4100,6766.775334298,93941433.2750539,31464.6378824801,96.912900180501,0.005
41,4200,6617.90013025001,121691949.211047,40172.6773051739,97.1198024580009,0.005
42,4300,6944.48327161022,115742281.5577,37585.0584190494,89.670713577118,0.005
43,4400,6966.18694521988,110817474.809794,35383.9557871198,87.4555029328165,0.005
44,4500,7063.20162376536,130351349.409677,40922.2578859999,104.742110824453,0.005
45,4600,6715.01202059615,100539444.236179,31067.2100191872,114.506313083047,0.005
46,4700,7098.1110623253,112949963.897226,34464.1560241065,96.0150595278881,0.005
47,4800,7021.45374063758,129985153.696974,39028.5595165893,90.0914670241894,0.005
48,4900,7505.67975693115,170732432.572607,50535.2069947674,91.3647252203378,0.005
49,5000,7409.87609154082,103242735.632105,30092.928244456,88.4969794156705,0.005
50,5100,7649.33441279292,112725815.698556,32404.8728194331,103.550866113726,0.005
51,5200,7688.76671670797,101427424.445717,28728.1251939526,94.827042498355,0.005
52,5300,7759.64100310198,125355774.45819,35009.0048144529,81.951990233976,0.005
53,5400,7565.63731430253,130786416.784141,36057.4444337854,66.214254476384,0.005
54,5500,7791.75800119753,99467289.4773906,27095.9647968294,99.2480011187703,0.005
55,5600,7627.65739290345,73595030.7952238,19802.0600506382,109.872257398205,0.005
56,5700,7547.43252662823,166069844.433452,44036.703595261,101.860580330821,0.005
57,5800,7859.23063419212,206298079.886489,53940.9325439278,89.0222660709468,0.005
58,5900,7783.29369167547,155896165.009304,40271.6205953096,90.8079805328879,0.005
59,6000,8136.27121028229,107478759.937924,27472.6758433713,115.401898877063,0.005
60,6100,8204.74236189027,181058177.103046,45697.0825990025,113.529067180125,0.005
61,6200,8275.23748693537,168293141.480298,41888.083353929,100.465504273224,0.005
62,6300,8170.77218119722,159228977.056002,39187.0519749103,93.0684524712505,0.005
63,6400,8045.70618426006,119006418.379481,28954.2617178196,99.2406873856599,0.005
64,6500,8554.95427308488,147878410.580259,35564.1453208758,110.826603789712,0.005
65,6600,8295.97107375722,167439887.388424,39767.8972607925,94.0222006117677,0.005
66,6700,8294.80081492357,162878850.360196,38254.625485888,84.9141310136486,0.005
67,6800,8982.03066644954,150150752.168894,34819.9906254641,81.550219606929,0.005
68,6900,7808.46549645625,167008047.496879,38301.3577668444,101.338421445049,0.005
69,7000,8698.95369143997,159949316.021735,36295.1614508021,91.1068561309899,0.005
70,7100,8622.87261554401,94516534.5740198,21211.0415855092,94.1827745397198,0.005
71,7200,8901.20403661292,138001623.646967,30646.6962302818,83.397397650974,0.005
72,7300,8719.46738418443,146497979.994027,32177.732735827,82.742452861009,0.005
73,7400,8772.28532274607,122453127.650279,26608.4278661035,81.1704744762166,0.005
74,7500,9346.10557338264,134164395.61387,28831.4860867163,83.8635079627188,0.005
75,7600,8683.23405024217,133596894.621719,28471.4618849082,96.7720731106879,0.005
76,7700,9261.64599971557,156382345.053749,32931.5603766003,101.149982631041,0.005
77,7800,8657.76986773561,177181762.450657,36932.3704911673,87.1520593841292,0.005
78,7900,9230.91257877121,132656113.105767,27363.1952451464,81.2921298236201,0.005
79,8000,8803.92255097361,128181277.285828,26194.2982809544,96.1586550616894,0.005
80,8100,9675.59280557559,205381219.926144,41538.6206525584,106.880066539424,0.005
81,8200,9873.99758501048,164701318.149827,32968.6602818665,91.8898447963813,0.005
82,8300,9128.30445036259,166493600.259978,33033.2136071729,91.1172592337317,0.005
83,8400,9575.86821863433,153312634.878563,30117.9166694563,81.6832914107374,0.005
84,8500,9868.28356487075,161982019.581784,31523.4887603054,91.3462880744727,0.005
85,8600,9814.38717438469,157742773.139462,30386.2498189774,86.7333397266101,0.005
86,8700,9469.51105552997,160689013.37697,30712.152810974,89.0962912512013,0.005
87,8800,9316.61056827248,179281665.181902,33919.8196703195,97.4634378202123,0.005
88,8900,9273.05604587251,179778404.029294,33695.7742824653,97.5357023001744,0.005
89,9000,10263.373965069,132413120.345216,24604.7086649965,81.6766887141173,0.005
90,9100,10081.6827099343,150080760.560732,27609.5809952152,85.8593727346006,0.005
91,9200,9686.6102198724,134460004.353216,24506.485727494,95.4482219308844,0.005
92,9300,9767.38391652409,252076874.889851,45531.0760899426,86.2696556027231,0.005
93,9400,10475.3112783445,163103976.564211,29221.0481628053,73.8428092884942,0.005
94,9500,9787.13837223072,155698847.585277,27651.3076429779,99.8940432174839,0.005
95,9600,10526.8721670807,240974639.226307,42433.8753323713,98.5086779508332,0.005
96,9700,10803.1783560915,281187249.639008,49073.400801455,86.8810442762946,0.005
97,9800,10539.4082111971,194440391.416856,33646.7628246138,82.5153902546874,0.005
98,9900,10403.21721612,150282549.088162,25778.5626389638,88.7073137054247,0.005
99,10000,10849.4215832165,247161995.364258,42026.8016700787,114.278723368425,0.005
100,10100,10386.6176607811,182153674.723423,30724.0843892532,87.8919054957721,0.005
101,10200,11260.6383512649,178192503.616062,29813.6785336439,72.6610609964741,0.005
102,10300,11204.3037450901,172494946.625919,28626.5136656508,97.9148056688474,0.005
103,10400,10536.8825222668,195155986.055992,32124.8406565271,97.9534119882437,0.005
104,10500,11383.0301025156,270244873.881642,44115.0573820697,91.7847484483281,0.005
105,10600,10340.6636278852,243402264.594689,39443.0464023583,79.9306247790237,0.005
