"Generation","NFE","BestFitness","MeanFitness","MeanViolation","Diversity","MutationRate"
0,100,115822.559167452,6513469.16943353,6071.50527790051,25.1646879636359,0.005
1,200,1909.76581983084,1514686.14223175,1373.6794565661,18.2497849320342,0.005
2,300,-1806.05740523513,167093.027271945,152.241654169306,7.97360683228529,0.005
3,400,4644,60530.5897720911,57.6240535970111,4.86334669732463,0.005
4,500,-6834.20222403558,16880.9296573735,20.1951314772053,1.9704625602806,0.005
5,600,3523.84780333271,7472.49246338258,12.0571498360837,0.919202762210115,0.005
6,700,-1592.27921080781,6418.49346359845,10.8857967617569,0.27767727869212,0.005
7,800,-4464.14373164862,6771.11911512801,10.7427551058416,0.380960692572767,0.005
8,900,-6700.97846001551,7215.26691706933,10.6879230487575,0.293088470816821,0.005
9,1000,-4410.25782262927,7992.71262873033,10.8336454282935,0.500334655366197,0.005
10,1100,-6542.72977950417,7430.50861242438,10.104997119953,0.59604787408908,0.005
11,1200,-6029.04960710417,6177.79369719128,9.0325402605301,0.289431626045276,0.005
12,1300,-6545.71847114983,4936.16844043179,7.97206969167535,0.445178908875797,0.005
13,1400,-6470.81312536535,2928.76598365757,6.50638648220556,0.659278464162795,0.005
14,1500,-6453.32816894364,1519.55502514619,5.49990760105527,0.639944713368148,0.005
15,1600,-6398.26557486448,105.928019108171,4.58250350516348,0.153320456626644,0.005
16,1700,-6329.97522124129,851.858551171828,4.86659472362355,0.163148747309934,0.005
17,1800,-6341.49925193363,196.886338975555,4.36985043859839,0.247483687770853,0.005
18,1900,-6265.47328035024,4.29047396315659,4.13877382548688,0.579662118104309,0.005
19,2000,-6185.97939980579,-495.695273542281,3.78282141296481,0.404998156905317,0.005
20,2100,-6213.43342435653,-814.250740777929,3.54813797599955,0.233067120827215,0.005
21,2200,-6176.17157293748,-813.801240257934,3.43968472619676,0.608364043397617,0.005
22,2300,-6133.20149416651,-1771.47410237139,2.91049487128428,0.455173351501058,0.005
23,2400,-6083.08188311448,-1542.85851724059,2.95617819818209,0.349996185046102,0.005
24,2500,-6019.22694261238,-1772.37342456701,2.7984651682698,0.188115871781216,0.005
25,2600,-6010.3512173921,-2313.0057982894,2.47578503385245,0.648507290545354,0.005
26,2700,-5955.74308324164,-793.187506935182,3.08210140278812,0.820269730586669,0.005
