"Benchmark","Algorithm","Run","Seed","Objective","Fitness","Violation","Feasible","Success","NFE","Generations","Time"
"G06","AGDPSO",1,1,-7943.60312859877,35151.8822174603,0.862755207024065,FALSE,0,1e+05,999,14.6879549026489
"G06","AGDPSO",2,2,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,14.624135017395
"G06","AGDPSO",3,3,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,14.5622799396515
"G06","AGDPSO",4,4,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,14.7214739322662
"G06","AGDPSO",5,5,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,14.6217968463898
"G06","AGDPSO",6,6,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,14.9484221935272
"G06","AGDPSO",7,7,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,14.6716170310974
"G06","AGDPSO",8,8,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,14.7310769557953
"G06","AGDPSO",9,9,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,14.87340092659
"G06","AGDPSO",10,10,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,14.6568830013275
"G06","AGDPSO",11,11,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,14.5835680961609
"G06","AGDPSO",12,12,-7927.48297197131,34405.6228782726,0.847492659811493,FALSE,0,1e+05,999,14.8127379417419
"G06","AGDPSO",13,13,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,14.7277150154114
"G06","AGDPSO",14,14,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,14.6835880279541
"G06","AGDPSO",15,15,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,14.649435043335
"G06","AGDPSO",16,16,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,15.4042458534241
"G06","AGDPSO",17,17,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,14.6070771217346
"G06","AGDPSO",18,18,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,14.6276228427887
"G06","AGDPSO",19,19,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,16.5030798912048
"G06","AGDPSO",20,20,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,18.6499030590057
"G06","AGDPSO",21,21,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,16.9623010158539
"G06","AGDPSO",22,22,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,14.8471930027008
"G06","AGDPSO",23,23,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,14.8324728012085
"G06","AGDPSO",24,24,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,15.9858818054199
"G06","AGDPSO",25,25,-7950.96430099808,35491.7029093409,0.869705655749414,FALSE,0,1e+05,999,15.5068089962006
"G06","AGDPSO",26,26,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,15.8964281082153
"G06","AGDPSO",27,27,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,15.3953289985657
"G06","AGDPSO",28,28,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,15.7344169616699
"G06","AGDPSO",29,29,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,16.0354158878326
"G06","AGDPSO",30,30,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,15.8989419937134
"G06","AGDPSO",31,31,-6961.81387558017,-6961.81387558017,0,TRUE,1,1e+05,999,16.4110300540924
