"Benchmark","Algorithm","Run","Seed","Objective","Fitness","Violation","Feasible","Success","NFE","Generations","Time"
"G06","PSO",1,1,-7952.08798992385,-6834.20222403558,0.925961687019694,FALSE,0,1e+05,999,2.64781904220581
"G06","PSO",2,2,-7951.03870048899,-6647.65846276314,0.873315848253441,FALSE,0,1e+05,999,2.66531109809875
"G06","PSO",3,3,-7951.01003358517,-6563.03384846203,0.871888150863825,FALSE,0,1e+05,999,2.63300204277039
"G06","PSO",4,4,-7953.22508151825,-6839.99951681183,0.987427323670772,FALSE,0,1e+05,999,2.68050217628479
"G06","PSO",5,5,-6961.79068388192,-6961.79068388192,0,TRUE,1,1e+05,999,2.61352205276489
"G06","PSO",6,6,-7950.99831266799,-6713.80680804212,0.871304574609923,FALSE,0,1e+05,999,2.72147989273071
"G06","PSO",7,7,-7950.19722066308,-6606.80558546151,1.15982597770949,FALSE,0,1e+05,999,2.63080406188965
"G06","PSO",8,8,-7951.58538196981,-6810.4174114919,0.900649516970844,FALSE,0,1e+05,999,2.67892694473267
"G06","PSO",9,9,-7950.55906148272,-6706.83357214279,1.02272487179397,FALSE,0,1e+05,999,2.60746002197266
"G06","PSO",10,10,-7951.24279046427,-6687.64874052481,0.883496280250213,FALSE,0,1e+05,999,2.70368909835815
"G06","PSO",11,11,-7952.37380713548,-6872.31247996094,0.940434950128903,FALSE,0,1e+05,999,2.60112404823303
"G06","PSO",12,12,-6960.22491940966,-6960.22491940966,0,TRUE,1,1e+05,999,2.69600915908813
"G06","PSO",13,13,-7952.04010025802,-6690.90618062102,0.923542276049773,FALSE,0,1e+05,999,2.62234807014465
"G06","PSO",14,14,-7951.41402684237,-6646.7229778253,0.892059846445321,FALSE,0,1e+05,999,2.72344899177551
"G06","PSO",15,15,-7953.16710466475,-6540.15367216831,0.980911921816883,FALSE,0,1e+05,999,2.60610914230347
"G06","PSO",16,16,-7951.07726794624,-6737.46419496224,0.875237502242157,FALSE,0,1e+05,999,2.73721098899841
"G06","PSO",17,17,-7951.1147888653,-6606.40300090456,0.877107981084805,FALSE,0,1e+05,999,2.61105108261108
"G06","PSO",18,18,-7951.60727688078,-6578.83943170227,0.901748522129424,FALSE,0,1e+05,999,2.76637196540833
"G06","PSO",19,19,-7952.76295625407,-6812.32166996523,0.960234144407821,FALSE,0,1e+05,999,2.59212398529053
"G06","PSO",20,20,-6961.81387358145,-6961.81387358145,0,TRUE,1,1e+05,999,2.74048399925232
"G06","PSO",21,21,-6961.81358168305,-6961.81358168305,0,TRUE,1,1e+05,999,2.61797308921814
"G06","PSO",22,22,-7951.47485411676,-6596.71300145919,0.895106673620148,FALSE,0,1e+05,999,2.73329091072083
"G06","PSO",23,23,-713.380981369295,3154.9474186307,2.19,FALSE,0,1e+05,999,2.62074398994446
"G06","PSO",24,24,-7951.15393922235,-6735.25474540826,0.879060710691377,FALSE,0,1e+05,999,2.70095705986023
"G06","PSO",25,25,-7952.32966107236,-6572.80670427631,0.938195699670871,FALSE,0,1e+05,999,2.62713193893433
"G06","PSO",26,26,-7950.81043678686,-6672.44349171307,0.927179257652682,FALSE,0,1e+05,999,2.70428514480591
"G06","PSO",27,27,-7951.03136660923,-6820.57786840615,0.872950546111198,FALSE,0,1e+05,999,2.61376404762268
"G06","PSO",28,28,-7951.2858733655,-6782.2557960726,0.885648974819802,FALSE,0,1e+05,999,2.70021820068359
"G06","PSO",29,29,-7953.66449998227,-6634.35127960912,1.18204261185808,FALSE,0,1e+05,999,2.61819291114807
"G06","PSO",30,30,-7951.25514409207,-6784.25195836974,0.884113416003643,FALSE,0,1e+05,999,2.70217299461365
"G06","PSO",31,31,-7952.41159973046,-6896.46733665434,0.942353028964718,FALSE,0,1e+05,999,2.63043284416199
